,name,email,gender,hired_ago,last_advance_ago,birth_ago,salary,position,has_ps,arrival_mean,arrival_stdv,depart_mean,depart_stdv,license_plate_cnt,work_area,reservation_ratio,giveup_ratio,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364
828,Charles Davis,millermonica@example.org,False,1967.5516619700215,829.0126040491273,15961.825743849105,585771.9280587055,3,False,7.293223935832457,0.810660968987227,14.978429574774296,1.926035800320771,3,2,0.8842509372251053,1.2521936547590051,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,W,V,W,W,V,V,V,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,W,W,W,W,W,W,W,H,W,W,H,W,W,W,H,H,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,V,W,W,V,H,W,W,W,W,W,W,H,V,V,V,W,W,W,V,V,V,W,W,W,W,V,V,V,V,W,W,V,V,W,W,W,W,W,W,H,W,W,W,W,W,W,V,V,V,V,W,W,V,V,V,V,W,W,W,W,V,V,H,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,V,V,W,W,V,V,V,V,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,W,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W
829,Anthony Green,joannahammond@example.com,False,2265.7998272024415,825.1815830734558,16863.255830060374,779435.2618207852,2,False,7.854759839881232,0.8130913619826511,15.585948835203887,2.164033254026452,1,1,0.7018206116180188,1.0891566005492814,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,H,H,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,H,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,V,V,W,W,W,W,W,H,W,W,W,V,V,V,V,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,W,W,H,W,W,W,V,V,V,V,V,W,W,V,V,V,V,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,V,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,H,H,W,W
830,Colin Moody,ismith@example.net,False,1990.802810807947,1176.6060789271064,11562.982339817898,758998.9750733636,2,False,7.774031951105628,0.6237826621307911,15.858806585504274,2.041947694050858,3,1,0.9274523223466994,1.1406017504670538,W,W,W,W,W,H,H,W,W,H,H,W,H,H,W,W,W,W,W,H,H,W,W,W,H,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,H,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,H,W,W,H,H,W,W,W,W,W,H,H,W,W,H,W,W,H,H,W,W,H,W,W,H,W,W,W,W,H,W,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,V,V,H,H,W,W,W,V,V,V,V,W,W,V,W,W,H,H,W,W,W,W,W,H,H,W,W,H,V,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,H,W,W,H,H,W,W,W,W,V,V,V,W,W,V,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,V,W,W,V,W,W,H,H,W,W,H,W,H,H,H,W,W,W,W,W,H,H,W,W,H,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,H,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,V,V,V,W,W,V,V,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W
831,Leslie Shepherd,jessicaowens@example.net,True,2996.5501822753586,1144.3572234202964,17227.22581324522,642425.7641255135,2,True,7.998441490309091,0.812631616217682,16.23938542182179,1.9522966771264982,1,2,0.9448364569545409,0.9179260617261198,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,V,V,V,W,W,V,V,V,V,H,W,W,W,W,W,H,H,W,W,H,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,H,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,H,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,V,V,V,V,W,W,V,W,W,H,H,W,W,W,W,W,H,H,W,W,W,V,W,H,H,W,W,H,W,W,H,V,W,W,V,V,V,V,V,W,W,V,V,V,V,H,W,W,W,W,H,V,V,W,W,V,V,V,V,H,W,W,W,W,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,H,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,H,H,H,W,W,W,H,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,V,W,W,V,V,V,V,V,W,W,W,W,H,H,H,W,W,H,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W
832,Michael Manning,mcfarlandmark@example.net,True,1742.4981479721198,1012.7714979903733,15032.15750872544,719469.7433684459,2,False,8.441637628537459,1.1815041240454156,16.729559622424148,1.947217137267936,3,2,0.6326918061310476,1.0755122251066898,W,W,W,W,W,H,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,W,W,W,W,W,W,V,V,W,W,V,H,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,V,V,V,V,V,W,W,V,V,W,W,H,W,W,W,V,V,V,V,W,W,V,W,W,W,H,W,W,W,V,V,V,V,W,W,V,W,W,V,V,W,W,V,V,V,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,V,V,W,V,V,W,W,V,V,W,H,H,W,W,W,W,V,W,H,W,W,W,W,W,W,V,W,W,V,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W
833,Helen Phillips,mrodriguez@example.com,False,2232.150458242243,1014.9221630220785,14438.827322408935,524578.1376391024,2,False,5.784347976032134,1.173287230853448,15.510077750768332,2.0612744325993675,2,1,0.8703031748762087,0.7661603967670004,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,H,H,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,H,W,H,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,W,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,V,W,W,W,W,W,H,H,W,W,W,H,V,V,V,W,W,V,V,V,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,H,W,W,W,V,W,W,V,V,V,V,V,W,W,W,W,W,V,V,W,W,V,V,V,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,V,W,W,V,V,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,V,W,W,V,V,V,V,V,W,W,V,V,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,H,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,V,W,W,H,W,W,W,W,H,H,H,W
834,Ryan Bell,hannahshepard@example.com,False,1322.3992286902344,1322.3992286902344,17148.297493402406,694221.4725080265,2,False,8.253716798112833,0.9285005098293957,15.008636493870224,2.1789067183506488,3,2,0.8220209196014452,1.428141329119041,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,V,V,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,H,W,W,H,H,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,V,V,V,V,W,W,V,V,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,V,W,W,V,W,H,H,W,W,W,W,W,W,H,V,W,W,V,V,V,V,V,W,W,W,W,W,H,W,W,W,W,W,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,V,W,W,W,W,W,W,H,V,W,W,V,V,V,H,W,W,W,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,V,V,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,H,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W
835,Debbie Vance,tvance@example.com,False,2818.1620433485664,997.1550885866498,11415.159814225673,545911.7149370459,2,True,6.53331946466114,1.2023305878934802,15.664625634559025,2.013914936597181,3,1,0.7874697337830435,0.6901774043038913,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,W,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,H,W,W,V,V,V,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,V,V,V,W,W,W,V,V,W,W,W,W,W,H,V,V,V,W,W,V,V,V,W,W,W,W,W,H,V,V,V,W,W,V,H,W,W,W,W,W,W,H,W,W,W,W,W,V,V,V,V,V,W,W,V,V,V,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,H,H,W,W,W,W,W,W,H,H,W,W,W,W,V,V,V,V,V,W,W,V,V,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,W,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,H,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W
836,Derrick Baker,stephanie47@example.net,True,1721.233279707037,1079.6122861976348,17266.440154397173,566443.5801911672,3,False,9.419299628711121,1.1943229829822581,16.1696862508193,1.8534724522948227,3,2,0.7165925611713311,1.3211104751489675,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,V,V,V,V,V,W,W,V,W,H,W,W,W,W,W,H,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,V,V,W,W,V,V,V,V,V,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,V,V,W,W,W,V,V,V,V,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,H,W,W,W,W,H,H,V,W,W,V,V,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,V,V,W,W,V,V,V,V,H,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,V,W,W,V,V,V,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W
837,Christopher Martin,whitedavid@example.org,True,2833.9498617873032,1214.0416062007694,13679.303576794962,896645.3038205751,3,False,8.943685145334575,0.7545537133381379,16.069534206821835,1.9397991871417695,3,1,0.838689269433157,0.670573345777524,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,H,W,H,H,H,W,W,W,W,H,H,W,W,W,H,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,V,V,V,V,W,W,W,V,V,V,V,W,W,W,W,V,H,H,W,W,W,W,W,H,H,W,W,W,W,V,V,H,W,W,W,V,V,V,V,V,W,W,V,V,H,H,W,W,W,V,W,H,H,V,W,W,V,V,H,H,W,W,W,V,V,V,V,V,W,W,V,V,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,H,W,W,H,H,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,V,V,W,W,V,V,V,H,H,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W
838,Mr. Andrew Schmidt,tyler92@example.net,False,1651.5375096212806,1075.2052622284514,13435.031417696537,705676.4235251391,3,False,8.670426921568616,1.0980631518771955,17.44544455711916,1.7933500032931602,3,2,0.970130329316116,0.9045298653798081,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,V,V,W,W,W,W,H,H,W,W,W,W,W,H,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,V,V,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,V,V,W,W,V,V,V,V,V,W,W,W,W,H,W,V,W,W,W,V,V,V,V,W,W,V,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,V,V,W,W,W,W,W,H,W,W,W,W,V,V,V,V,V,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,V,V,V,W,W,V,V,V,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W
839,Jason Lewis,charlene44@example.org,False,2569.8011304507127,929.2460080479813,11369.552824819557,810616.2073927921,3,False,7.357075007001897,1.2194317533634234,15.9828091642607,2.198720524179345,3,2,1.0266849295494958,0.9541365771348151,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,H,W,H,H,W,W,W,H,W,H,H,W,W,H,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,H,W,W,H,H,W,W,W,W,H,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,H,W,W,V,V,W,W,V,V,V,V,H,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,V,V,W,W,V,V,V,V,H,W,W,W,W,V,V,V,W,W,V,V,V,H,H,W,W,W,W,H,H,H,W,W,H,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,H,H,H,W,W,H,H,W,H,H,W,W,W,W,W,H,H,W,W,W,H,W,H,H,W,W,W,W,W,H,H,W
840,Richard Foster,christopheringram@example.com,False,2306.619578192598,1040.4236952986923,13373.86460561648,609620.835333523,3,False,5.962545365525042,1.0092316886753854,16.160589731390402,1.621062647363661,3,3,0.8047853592961483,1.2662976336745895,W,W,W,H,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,W,W,W,W,W,W,W,H,W,W,W,W,W,W,V,W,W,V,V,V,V,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,V,V,W,W,V,V,V,V,V,W,W,W,V,V,V,H,W,W,W,W,W,W,V,W,W,V,V,V,V,V,W,W,V,V,V,V,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,V,V,W,W,V,V,W,W,V,W,W,V,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,H,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W
841,Edward Simmons,stephaniemaynard@example.net,True,1787.0202471749717,822.2292094371521,16012.593104707714,514180.8072284907,3,False,8.085568647541036,0.8441220153372502,16.123067929228867,1.7462149555279494,1,1,0.8950779553177733,1.047645516442041,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,H,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,H,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,H,H,W,W,W,W,H,W,W,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,H,W,H,W,H,W,W,W,W,H,V,V,W,W,V,V,V,W,H,W,W,W,W,H,W,H,W,W,V,W,H,V,V,W,W,W,V,V,V,V,W,W,V,W,H,W,H,W,W,W,W,H,W,V,W,W,V,V,V,V,H,W,W,W,W,H,W,H,W,W,W,W,H,H,H,W,W,W,V,V,W,H,W,W,W,V,V,V,V,W,W,V,V,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,H,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,H,W,H,W,H,W,W,W,V,V,V,V,W,W,V,V,V,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,H,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W,W,W,W,H,W,H,W
842,Stacy Barry,denise82@example.net,True,2092.6431582646646,1027.0105688809556,13576.364996696004,687259.6086802509,3,False,8.17406742308279,0.7445926501428404,16.769772698667257,1.8724678445984528,3,3,0.9092964946975445,0.739027214116595,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,H,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,V,W,W,H,V,W,W,V,V,V,V,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,V,V,W,W,V,V,V,H,W,W,W,W,W,W,H,W,W,W,W,W,V,V,V,W,W,V,V,V,V,V,W,W,V,V,W,V,V,W,W,V,V,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,H,W,H,W,W,W,W,W,W,H,W,W,W,W,W,H,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,H,W,W,W,W,W,H,W,W,W,W,V,V,V,V,W,W,V,V,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W,W,W,W,W,H,W,W
